"ID","target"
"3305728cd581f8876401b8ec3a48316d","0"
"1bb6f6053034787b2d2fa175adca82a3","0"
"5704ee7ef985fe05ce83908f03f41b62","1"
"8b6eee4b05580b9c29987b6105839c4a","0"
"0b47eca6f36bdbdbcdd67f2bc07ac274","0"
"4d5eb1bb80e3c928b3bd7da83224768d","0"
"72e88d1041f991e5c9b6bb6ebc3e056d","0"
"00d94f3f6e0369eecf16358d7eba2f19","0"
"b585a6259a4cfde1b0b826702cdaed57","0"
"1820c5791ac7d49970a50cb6e2e03f6a","0"
"7be1e3a0533e8c5e15fc3a1e9af6c276","0"
"5e51eb045d6719367ab1accb73eda5e4","0"
"cb73b271baf7b9b0f58671feb1200ba8","1"
"2cbb429f6bcac3b183703d52919c9450","0"
"dfe87dc1c7bdfebc654eed0d15366273","0"
"b27a2540bc560cc5cf45ddd2ce5b9c18","0"
"2ba6ce2bb9ee2d4cf9f747d21b5e8d42","0"
"70db4efd51283ade00fda3317499ff51","0"
"23ae39de4e85cdda8d4bb4ef76049602","0"
"d5cd1b6bf180d7973dc972978e6388d5","0"
"17e0e611ed718bb839263714e2ce3219","0"
"5b5fbcd4a137c187401e7f73da27ad35","1"
"6ebcf2fc5cb12f66093b3a33b26c226b","0"
"be04d0fa305aaa8823c77350e3e7574d","0"
"1ed6acc1873ded0073f5864e9aa50813","0"
"0a8a1f8952e4895dca591e8e92af00dd","0"
"4c8ad996737a41ab455366ecdbb89d4b","0"
"93f1694c2ddd9ce937acb07324be70fb","1"
"bdb9e1bcb3991ff304c37b0f6e4282f0","0"
"bf1def912659030578dda480a7313db9","0"
"e3994341ce77d2f0d1a172975f743461","0"
"16acfc19de806e4a35447e147085545c","1"
"07e2bd528bf6737b58e3e4c4ae2c81b7","0"
"366b37df415c65e88995cf464c48e313","0"
"77a2eb1854796a0441504c710c94b5f5","0"
"c1872aab4f93ca848b3f0b59aea55382","0"
"b679e8a4b19287329f529fec39e36987","0"
"a2a37cd18dca12f94c620ddd8e8d77b1","0"
"31ffcfee7ded7769a5fc32153c9ccdaa","0"
"f41847c5db7598a01cca6fae1172cfad","0"
"d85ca9527aba150111d5fc29624a06ae","0"
"784b671a65a01fd63cfe4b14ea872838","0"
"6e1593f8f01db4e45347ec44784bcfba","0"
"8f829acc6dcf4d55c23ca3e429ee564e","0"
"0821e7397903d4f5085aa2981abc3f3e","0"
"9a6d960c42396a82da3fc28056022462","1"
"4ffe8bb595606d2474af383fa48a80d9","0"
"5ab250bad20ef0dc28a5c7322651ff89","0"
"31fe5336941299dcf4e0b3da79615c37","0"
"725b18212d0ed94b76455872b5441c34","0"
"eeef65c48a46ccfcf18ffe9c8d546c23","0"
"a661dbdeec751a43152bc0cd91bd5ff2","0"
"14609109a09aa3b6a61916711ace2b67","0"
"3b72522d53a6eea77ac9a3967ff86371","0"
"07f02fc5b71a907d19eaee473983b0cc","0"
"5b46dbd30764cc48a93f730990833d23","0"
"6b2b3f8217f587b953c11570be2ab0b0","0"
"151320c364f261b5dd2ef4c4d7b97f82","0"
"2db2b14addc685aa1efbbfb0061984ec","1"
"578f2bd072f4989e757c3a4ecc70ff19","0"
"6ef683bbc5798e22945f73e81160f412","0"
"b1f34d36bf1761718737662958961bf2","0"
"6ce6e69e681dc9d498f56b74f9e9a8bb","0"
"8c03b9304ad478a31be3f7684972d501","0"
"3b4cc6d33103cf7721d62a5385ef2a80","0"
"85d43c6e7d8d2432797b244ae033fe24","0"
"dd41f1162ac56323edaee84288548e6e","0"
"24f502108c9dcd091558931247bdad8f","0"
"bde2872b6c860e17adab408a4f78d07f","0"
"324db08893e66e8f9dcdd6b837fbd5b7","0"
"10259478a38e20ae671158ee48e6029f","0"
"23339cfd744abcb6c276362b67c9f20a","0"
"70184968548748cb7e86734212b43def","0"
"fb19d3337f0aa0492174217a687eecc0","0"
"c05131e411fe61d2640d2387df8ee169","0"
"e10594248757bf03322f0d263e78421b","0"
"ab22e2efcd7e415de8c136bd9ebb0ce9","0"
"3823203aa40b90cbb6035a8b4b52bd95","0"
"9e3c8bec784418ef315a20ac827da75d","0"
"48d97fe0b52da74126485a6debfbb802","0"
"504d7ba262f2c2a531caeb74b6e7635f","0"
"6a5812c1eb9b2410c549407e827b41f1","0"
"0f1fc76343fe47957fece1c7f87f884a","0"
"2d663ef415cf5f527ffcfd261b0f2b93","0"
"5dbf1f40e08fae066d564f4cb3ff5f19","0"
"153e862b880d83d37bf75d2730da1dab","0"
"403ad93f28cef3f8a4fc994a84dea4b9","0"
"e2a63564ac9c6cd53e75b534bfc5d99a","0"
"3f82c23b3af48e1fb9d8f8900b4017fb","0"
"5070cdf97709d7e5ae98a73f5bb4c73a","0"
"18d6817101229d781aa9a3843c83d278","0"
"103f862acaaddaac08f2fd237821356c","0"
"3922b6cfd6c20cc2b8c0bf6847cbc334","0"
"d4ccd3ce3be5faeb95c83f228529a045","0"
"01dbfcec539acc1812ce88e2f2b10f5c","0"
"ffb01a58c0937650b73e52b211f43af0","0"
"d7f8834f31e9b0bda764646ca8ae8eef","0"
"3971d052cc9b58676b5bf9877c44e126","0"
"9dc15f353a4b126f6a2f1c1fa2bb322e","0"
"c80f877eec537f48b371413622103d1c","0"
"dac4be734d61796403f8056ed6b8cc4e","0"
"8b6483b73d7d957a5c18c6515352807f","0"
"616b1fdeb3d511e2490ee11e00b2825f","0"
"da0f67e2e65c4ff2c86edbeaa68bf03b","0"
"2a04e8429aab45997709ec8b00fdbac5","0"
"812da331fe641d76229711aeaf997d1b","0"
"de015dbc6d13ff3550f60686a79c3b48","0"
"20e9b4a1e57fe534b1e272a1d739f2c9","0"
"c4790898d71305c31c8c38d7a8fa2544","0"
"1bfde5a56a94cd4e6af0bda931808535","0"
"f2ba41ec488c80e47f1ff6b6972c4fa3","0"
"3fb129b8e8b4294bed014c37af317d58","0"
"d95e2f14d770f67a756d61e853958dd6","0"
"8e100e630fa11c0e2ae685df509fd676","1"
"b5839ff0718f8610d5a3c151384a2d5d","0"
"c892c4a04fabfef89850d068692dcfb8","0"
"185796133d57133921ffe2d768d279aa","0"
"e5542f15d263a7096e6e495eab94a234","0"
"c221df393019494e65f80488db42a6b0","1"
"0d820f126d3df78d1c080caeb058dc31","0"
"ceafa0ad2f1501dc78628087373aae2b","0"
"18a51d7a22571118e84c333d53303da4","0"
"c2ebb85fab0f25878614bf6c1f281972","0"
"5e1dfb157a0e32336029458906221503","1"
"050c61bc1ecef192480bad1779fcdf26","0"
"14155d58ba16df3b4c3d910aac9dc911","0"
"fc956142d81358797ed4ab16fbacc037","0"
"b1afa39f7babb52ea51a8581ec81040a","0"
"49beca03283300618c727a5d3e081c9a","0"
"288c6af061508216716b820de8c68dd4","0"
"ce437ed98195aef724ce289a2dda4c55","0"
"3b6b3ec226d2900d02f30f58fb53203b","0"
"0c74c271064ab4544eb82a63d573cfe6","0"
"1a963170097c8a61d88017f7d0cbd0e3","0"
"19d8a601ab3fde1b5e178353ceb39145","0"
"d60beeecbd4faabb511d5eecef0c639e","0"
"1822302809a68582efc1de5830f231d0","0"
"a221faf55a64a806ec59a9d56ea2e93b","0"
"21d797ea415f27a02fc53ed991deddad","0"
"b0b008e5827d12d03fda95f186a422fc","0"
"26532724bc658cb287310e8d6578432c","1"
"e0cfa5f180dd89cfe0879b46441e06f5","0"
"87f2acb07041ab559231bb54d8e99295","1"
"1cc58604e48e74a65d72fa44ede31cd9","0"
"97818d14e00190bdb4444a944873a44b","0"
"907d8551c68a46fd817105a6a3b53775","1"
"5141601db51c493e0a8ba5eee9393c47","0"
"ccae32b5f138f7fb8b6a6fa8f078af42","0"
"abc37bcc0daa2c561ca0047e89778781","0"
"506275959f604c85f6783f36611b1df4","0"
"023af9460a3e13ad1315e4a8fc9d3012","0"
"73f6c40cc49f1a44f2ebfdf6cfb6681d","0"
"2ca562985905173f35d97c56e0cceaa3","0"
"08abec177b341c4faa4dd19624335ba9","0"
"2967eec163e8d9296f9de91a3d83249b","0"
"04bb3c3da3aae362d9a0807857f8587d","1"
"d5d5c66adc6930e8282ba92b8e8de526","0"
"cbbeb62218d80c1ae6968abf8390d44d","0"
"d54dc43e17f876528edd982a99ba7fb4","0"
"0ceded6512a169c6a36d55f820dbf6ef","0"
"a318e3e10e81320d4af97620ba0abf12","0"
"1a93faa2b9e3ef66ca71c3de6e8593c9","0"
"11f3d40e5d47aff777d98e9fe0c4e1b9","0"
"bbe5c2c040e04729fda97127b5258301","0"
"f1b4bdacdac1d25687b0d77873038afa","0"
"a603069594d02423f33e4f16fda7b4c8","0"
"cfee6ec2d5638417e68537edc5bc401f","0"
"b647c19e24f62ed4aa667484e829905c","1"
"e216d8a9b93e318eea33f60f2ac90839","0"
"b9d5a0e8c5defdcfc09a8652ac908114","0"
"ef8cd534ae3d4c8faa5e98396afac0fb","0"
"5b655ce56f38e67fdc4f29a452d343ad","0"
"cc2591d30e29712a1e9c6665e4a3f806","0"
"b252ac84f459b26a8c9f5942f0b77b94","0"
"577fadddee90c4991c543ea737286c6b","0"
"ab8f7d77d3189873d6caf349a33ed279","0"
"7a49b46a2d86ec37b2476779a08ed620","0"
"02c3f7062081dc603908d2560e6ba24a","0"
"733fe8e91f3d87c96ec68051a7d59d07","0"
"7743fc93ad827f31f9abbf5a72d7e4dc","0"
"b189f7e6f42b8d9be2f703035692e654","0"
"49a01159f7c0d4e89af2d787d0fe8a20","0"
"590a4af47e1f33ad505cf5401cb7f933","0"
"19c636a0e2311f20ddeecba7e5525e1d","0"
"652210bac48d16edcae24300842e4100","0"
"58146286526e97f0ab16b19ad61cb7cf","0"
"48fed4d5867a6acb8f366a41d9d0abe3","0"
"92aa44395da2730318677c2e621bd6d3","0"
"5b411095933e46f5afb139474324e497","0"
"6be506b85c2e3b9dcb3d65e4b8fc4ff7","0"
"6d66f4aaf519350e87f60dbc6c811520","0"
"a153f629e10fae88d42a7a8a58f14bc7","0"
"4170db15d0898b88fc37886cddaeb43b","0"
"676b0051dfbf9fd8fc853e59bb2f08ad","0"
"9ce21c4bfe0a528924eaace79891c14b","0"
"28007aa71264cd1a3f04ff8d62e16596","0"
"302dd41cf4a33129659fb1ddb1112025","0"
"902c48d7a834dc31e88629c84185ebda","0"
"ef9aa3bae4a5edd02f50c2d1f98e52e1","0"
"b3ebd1cbe4cb9b3356dbc36553078c71","0"
"8fc7b1e0a2defb3309f5216518910fcf","1"
"1aea2c818066160066d38503e8a5a78e","0"
"e479e0a1e9f468cb021a5d36cecfbaec","0"
"7b1172ec2facc060332aa7a93f75fd64","0"
"8610facf92d8f184146bb60a7af05f7a","0"
"9a4d78880c88ffd6e6dafcc240ea009c","0"
"8904adc41659d2c025b302d2173e07b0","1"
"5df851d06db2c91e2b24bd6d46f5941a","0"
"fc12a9820af5d985d1c043564cfe4384","0"
"d04d5461ff880ee493ecdaa55f307e25","0"
"2d5c4a670b5a7edd6d94810fac41d81f","0"
"d267412f10f31a0c40a8aed536df79a5","0"
"f0977bd24c4288ac3b927827ba4c12d6","0"
"cf0f9a23c84465c7930e4d870cdcfa5e","0"
"238702e6bff7e3800c582cd15ff38b00","1"
"ea85d72249d70e88b91c669f365aa079","1"
"e59e82d722505e67dff397e4eb0f3d79","0"
"62809e7f9d74ad74f9d237bd20d7d8be","0"
"e3e15d401d1211277eafa5d98f073d1c","0"
"974fc57f7d6d5c788b0db9cfc85c44ed","0"
"6b1c0caa3eb3a95ccb066221015f5996","0"
"cf32162230cc206f239471d31dd5a30c","0"
"6fb757c6bf3411c6360ac308f20933fb","0"
"1828e073a573d27bf54a134c53ef5e6b","0"
"8fff281fa14ccc8c4576502d8b34e506","0"
"833e4aae96b5a7f8ae13298d66778a96","1"
"fbfb0f05316e004778862f8961039c77","0"
"d44e6708143e9f010a435b3f3ba630a8","0"
"58a142c441aec68277d8ece1f577c356","0"
"9a335d935dcb5d72168b80da94b56d1f","0"
"a936531ff55b3c697e522196b9657304","0"
"11bd34f3cdd4559426332b3627d07621","0"
"e3fbb5a061f737c4664f97fddbf64b4a","0"
"8df9ab18efe39a6f69c932b87cad8c11","0"
"4aa9b75489818384cd11802101f364e3","1"
"c7c7bfe26f785108f66b41b953aeeddb","0"
"a32ff6cb4ba1a5058b56eb9afc466a25","0"
"49f8b7d4ab88e5f944d6a02c48ddc40b","0"
"80a75955d50c38a11e229fe3ba43c65c","1"
"592bd31642a64b3b77f1eeb49b0a4193","1"
"c99706f54d43fea30825eac37f21eee4","0"
"93b9fa426d02d1e9738c95f9f72b3d35","0"
"367c687734ea8e55e17c978a87b3004d","0"
"6e14cc0fa6c94242dec15f80753412cb","0"
"f48097a7284283b96fdf459894ce8aa3","0"
"991aa2e1578f37937aa9eda5af382241","1"
"74021299e08763d7c366a642e94b7351","0"
"fc67cc9ffe1a7250420a777776854ed6","0"
"165b9d0049b4df28c948e858d6dac321","0"
"3e76831b3647becf042c2caab0d56262","0"
"6ce7c0fd12d943cad2c8e6cc529e5d8c","0"
"0693b13741578614a9c099c2b1aaea9d","0"
"ff118b67e479674040e5946fd526f013","1"
"cb140f1615118e359f9ca8d0c35fbe3a","0"
"ba8914f5fce908557124d1f61e34e4bf","1"
"5429b4c0c8bc2b1eb08435d7dd75225b","0"
"c9fcb0a1ce9a0db6aa2a4b5e8350f408","0"
"94411acd54f7e8598577bbcd07750672","0"
"0a333e58d20962b29da2db4437ea9e4a","0"
"ec006e9b74b9643854427feaf7fcc598","0"
"319d7e63d9500d1b45b5a8d1131598c5","0"
"bb49fed22c3b2cffe3308fe2057bd49e","0"
"74e271e18999516b00e966b22cd4b1b2","0"
"71b7d50ca21287f010f8826627f3bd8b","0"
"a056d596825eefe3ade82b8bb5bfddca","0"
"3548586f54dfa391da02a9fc133b48a1","0"
"0ccdb05cf0910550bc17a0b52015776a","0"
"a86b04964fe6e141f69ed64e0a78fc9b","0"
"d18f5312f88e780ab49065fae8dd9582","0"
"495294960093a6a845d3ccc5716b54a7","0"
"b7bd99a73df2367127050489fc432051","0"
"f0f29a5b2c7855b8cd811991262e3832","0"
"9c4f71fcd9faa7dd8b4c2805913bc1dd","0"
"c577bcd163095c08f12b19dd3f8c430d","1"
"a2cc2ab96a61d3c0de72be25dc323526","0"
"65a263bf68651f46c363f9efa26be147","0"
"c3be8b522f462b6422e5cda811389772","0"
"1f1fffa93db3c982f9aee8e050236daf","0"
"13d2767280dc808339ad0c9719afdc76","0"
"3e0b84ba7efc5c12b136c998890d058d","0"
"b2b95fecbf01f242a4538ffe25422620","0"
"76c39bd37d781ec78b189779ab0277cb","0"
"be6d12af14bc434c99810aeb15e3c592","0"
"699793801dea2bad3694d28e4b596e77","0"
"7c81a39cd84c02c4a9a4e85c249fd426","0"
"1697dd182e3a82b7543b43c5fb38fd5f","0"
"dc235d0869ddeb83d21cf578e7b19cba","0"
"964580ed8c9fe1a49fe4bdb7b262d1f7","0"
"229cada4a236f8097b7128d401c8cfe2","0"
"f7fbd23ec20fff7eb22acb5df6fee1e1","0"
"1baa3d7a28f5d708df38baf50442f1e9","0"
"80441718c77236c4a89f15be0697f194","0"
"a3d4c893c2f330ed9e2694abc4b1e753","0"
"56ffe83af5147c1ccdfaa646fed683ac","0"
"cfd88a0783c33ddc4e619ecfc318733d","0"
"1e295d6c0fabcee1fe332d92f72ef936","0"
"fa6176e32ef9c80cbf50bf99a6752837","0"
"c5def79cd1b726617e3eb89a268a8005","0"
"b61b3e0655962e3fe1c792352882e42f","0"
"8722f750c0bc258c1289e27914c74bbd","1"
"ae6c8da53198999e011a04bdb76e1595","0"
"2163ffd735a9ffec95d8af9c65d6f017","0"
"da346db798e7e14ff3c726dbfbfae947","0"
"ab3d2b57bd281e1d256d1a4e8303bde7","0"
"afe122d5b1de6445732015bd460922c5","0"
"e310922350d85e7ebfb86b143dc1835d","0"
"56e104a17a5de397fd725bc4af043404","0"
"d7bca0f18f0bbd3b6374c53026ee7ad5","0"
"397d19de27c19754573e4c0aa470bf75","0"
"f5ea13a3550dcceef8e0fa7c006a7e94","0"
"87018e340e0f14fd89cd5bce1aa41757","0"
"bf803da63fe884d6ff99c13c3eb3bf62","0"
"7613def5260245914a16d0d0c4facf6f","0"
"b7ce9bb6d8a5c1841c0eb7472183fc97","0"
"56c24e2defaf94e536a3d57f01376b7e","0"
"123b67733163b2d469b3561b3cb0acb6","0"
"39c8a303d659e61d785b2b4c3165d165","0"
"45f93b3eb6a4b7f520f465d84f839690","1"
"b0075e0920dd920948ad5ad7dc384439","0"
"b9504a99ef2585c104f8f85ef04bfc4a","0"
"17083ae9747401489c89985d2be52c69","0"
"9b72c6a26a8f6c65e38285386b63b6d6","0"
"7ad1c4aceff22b19073ab7f1276548be","0"
"b3dc2245ae19b1e43a6e24398b934e74","0"
"bf6f64ed49310ca4a816842d22452e71","0"
"c7b96ea357eeee1b13eb85bbb75de1b5","0"
"f71a01561a2125092820f424c1da8618","0"
"b6ad0747e7f8ad0ab0d1afbe9edb2bc2","0"
"e45738a98c0061ff10bf019b26115e3c","0"
"0e5aa53491e0fda4fc424a74cd81e8cb","0"
"bd23a8f1ac2c1ffa1ba791ae5ce8e8c4","0"
"a2e0e8238747a2e6a8e91e171a71faaa","0"
"19856f3eb810c7e56e235b96c17cca99","0"
"99a3225124756933de018f98251ec0d8","0"
"0058f09950990df37e7d9773aa921d30","0"
"02a149ca0edb5e98fee185f990d81bb0","0"
"8019f49e2785f718d3f0a2f571448663","0"
"5a607a6e08d8557eb1af80dedc8f51a7","0"
"5be2efb43f9e45356c80e489e0214eef","1"
"628f5cb842dbea79be1c4baedf8f581e","0"
"3a8b161521331495687c0759b8c7067a","0"
"50d4b93ecaa2e9a25fd5bae3917ec207","0"
"fc18cc7be4e92ec2ed6e314ec900eb3c","0"
"a61841abc84a81cf70ffef2e454d6591","0"
"ac37be3f6f6d39a402fe9110e2ff926e","0"
"e1e1563fba36038f8d81622f106fb41f","0"
"b2b8cef539d1571151ca8030d11a90f5","0"
"cf93106de5d1f4716d8400b5b983bbc0","0"
"d0f11f353407f9c645805aecc71f5115","0"
"ed3de0888a193ce50dec6c28dd2bc0bd","1"
"2a5a3a60c2278716c8e595969950ad8d","0"
"49ea749adf7b8a42349b2c076b79ffe1","0"
"2aebc3b0490813d5ac8bc0ddf5745ecc","0"
"5cb155904c2df1e5275b49cf6666983d","0"
"955096be7596f1fc9e9a64569abe48f4","0"
"5134a96efdb988eabe044c3c6b236817","1"
"5f883bb44306db153e2448bd79ba89f7","0"
"2cade54606e49921672bb5f009b6de01","0"
"16f0e78dbc959f7790dae9991b752466","0"
"3078b60f3c17b63140d0fd907a8c3f9a","0"
"5c8a953fe80172e5351eae6ab306b6eb","0"
"0570242a8addacccf5c7d457c0eb7148","0"
"e9cc53f547ade233d943ee8a5ebd9a69","0"
"c9daae5e3c8f49dd25c540ba63b4eae9","0"
"e95ee5e372242d2f17e1717e5e079856","0"
"19aa3fdcc97eedd25d7eda6de5f2001e","0"
"34de702eccbc6e9bf35cb02e0bb07809","0"
"10e5308d45b7f75e15ebdafd1647f2ef","0"
"4afcb8379cd6e5715397f80bf2f1cb53","0"
"79de4e59f5b93ea2ea8726bc5b789412","0"
"9c58bbd74cdd884668f86123c5384918","0"
"43ac7365db1810b47e4165251a379fb9","0"
"c2ca121d4e992aa52e4e75b86f2051ba","0"
"3fcd192a10e42fb903066687c674456a","0"
"252e0deb68b42354ffb9819155348076","0"
"2b74d51d9e40fd47d10dd4f4cb351c53","0"
"e047ff1c43a1193eff8ac899f350e304","0"
"6fe4daf836b033e703dae20784186b1e","0"
"c5bb47197b8f4529105801eb2971ac4d","0"
"77a92b9a5c32f6bad2d93e6404bc4fd6","0"
"b1e0894d8d40e6bfaa3e372bccf7cb89","0"
"2452a5f8f2a325f9eafb9fc00e27ee69","0"
"842c5c474d104be1c0e641bee1b0e02d","0"
"baee66152b1009ca7afb0e6d8a0a2eb8","0"
"0aabb89b4b3843ed61641ffd7c65c2f1","0"
"2558e75225c83a5494480773ba14c787","0"
"e20b2c3fc1e7096d665c0268e769897a","0"
"93f317f5a2adfac94e73817ade61c876","0"
"6fdc2265fb4dc9e44f91fe10de62339c","0"
"268f37f66ecaed632117a49ec66deab0","0"
"c7b3d4c9b8b0431924a4d752fd587642","0"
"67315bb6138653bbdd73257ab245747e","1"
"b19ab21937fdee34c500308b0f85436f","0"
"7530b585d64995cd08b09461e4471e00","0"
"9c2bc366c41d75f660b8226135717977","0"
"4b4559c2221cf56d5a6ba96217986147","0"
"90cfb6284f0c493287e53755cd35d585","0"
"c3a342b7ccaad3395052887e9b36187c","0"
"01e9dccb86ea739299b25b51fb0946c0","0"
"b44ae41a9c3030d2afe053b9eab2de14","0"
"24f92ecea46fe0b1044c301d59829fc6","0"
"b3dbe6524473b074e667b6ff7c00f810","0"
"30ee5e205ac01c4023123afa9c44f7f7","0"
"059b18593e69bbbda7591b013a6b0ee5","0"
"6fb116f36c35a0874cb3fc930806b289","0"
"9dc6ce1ea09a8312aea20984390bf9ed","0"
"1b521d82feb088a80816f83518215d18","0"
"0f4942385ee4fbfe53204068c1aaa22b","1"
"a3c635800eba18b2918486d5dd357435","0"
"1048de30ab2e710288d186c6fab93e22","0"
"4505152cfe11be57f98106cfd183a4e4","0"
"2d1375e857c5767badfdb9e08dea8cd5","0"
"f217f143e3d10b7fe0c597c0a73329b3","0"
"bbb889dbfcb9a79683b9083752297148","0"
"928349804b9ad9015276a3522031761e","0"
"423b3637fa2e998d0e5d9b3d3cd8c750","0"
"eb444d48b29f82dddb4f1bf813034d77","0"
"0f8a7289db3dde308ec6ca60ebe291a9","0"
"3ac378f24b73304487fde68148de36ef","0"
"9b86721492c5382fa7af0ae942dd685d","0"
"5224693dfcdff93cdf8b3ae7daf297b7","0"
"783adf3c3c3fb151c697e27457b5f702","0"
"17c1818ea1d37c98ad0205709bd865cb","0"
"c469c7ed859555c46d9f6b647978a673","0"
"a4b06fd91f09005cc8f7bd64c6477f7a","0"
"cd5fa1ae141159d8072447e567b2d6f7","0"
"e7488208fd38d454f3e9b6e8eb79c250","0"
"5f1fcf9977ca9dde5a1c5f15354fdca4","0"
"ab6fc32f4caa8935f053e3ce8570c82e","0"
"f327cbe4b27e47c23273db69ea39551b","0"
"7326c11c6cdf5bfd408073dc05f743c4","0"
"5509cef92bd06bbcb36c6e0374831f45","0"
